Reference	s37rep1	s37rep2	s37rep3	s32rep2	s32rep1	s32rep3
ENST00000282841.9	3.0	2.0	3.0	2.0	3.0	2.0
ENST00000617055.4	3.0	5.0	3.0	3.0	2.0	2.0
ENST00000297156.4	3.0	4.0	5.0	3.0	2.0	3.0
ENST00000685693.1	3.0	3.0	2.0	3.0	3.0	3.0
ENST00000375436.9	3.0	2.0	1.0	2.0	2.0	1.0
ENST00000494596.5	3.0	3.0	3.0	2.0	2.0	2.0
ENST00000330914.7	3.0	3.0	1.0	3.0	3.0	1.0
ENST00000674703.1	3.0	2.0	1.0	2.0	2.0	0.0
ENST00000642900.1	3.0	2.0	3.0	2.0	2.0	2.0
ENST00000372759.4	3.0	2.0	1.0	2.0	2.0	0.0
ENST00000533861.5	3.0	2.0	2.0	2.0	3.0	2.0
ENST00000320339.8	3.0	3.0	2.0	3.0	4.0	3.0
ENST00000620599.4	3.0	1.0	2.0	1.0	1.0	1.0
ENST00000562622.5	3.0	3.0	2.0	3.0	3.0	1.0
ENST00000341039.6	3.0	4.0	2.0	5.0	5.0	4.0
ENST00000544176.1	3.0	1.0	1.0	2.0	2.0	2.0
ENST00000314787.8	3.0	2.0	1.0	2.0	3.0	0.0
ENST00000409406.1	3.0	3.0	2.0	2.0	2.0	1.0
ENST00000681435.1	3.0	3.0	1.0	3.0	3.0	1.0
ENST00000466764.5	3.0	2.0	2.0	2.0	3.0	2.0
ENST00000648161.1	3.0	4.0	3.0	5.0	4.0	3.0
ENST00000479021.1	3.0	2.0	2.0	4.0	5.0	3.0
ENST00000308696.11	3.0	1.0	0.0	1.0	2.0	0.0
ENST00000374741.4	3.0	2.0	8.0	4.0	4.0	2.0
ENST00000322861.12	2.0	4.0	4.0	2.0	2.0	1.0
ENST00000677584.1	2.0	1.0	1.0	1.0	2.0	0.0
ENST00000534386.2	2.0	3.0	2.0	3.0	3.0	2.0
ENST00000564811.1	2.0	1.0	2.0	2.0	3.0	0.0
ENST00000266970.9	2.0	2.0	2.0	3.0	2.0	1.0
ENST00000620209.4	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000476855.5	2.0	2.0	2.0	3.0	3.0	2.0
ENST00000596271.1	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000260563.4	2.0	2.0	2.0	2.0	1.0	1.0
ENST00000464364.1	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000264963.9	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000478033.1	2.0	1.0	1.0	1.0	2.0	1.0
ENST00000435179.5	2.0	2.0	3.0	2.0	2.0	4.0
ENST00000443090.1	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000676922.1	2.0	1.0	1.0	2.0	2.0	1.0
ENST00000677792.1	2.0	3.0	1.0	2.0	1.0	1.0
ENST00000526691.5	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000243112.9	2.0	3.0	5.0	3.0	2.0	3.0
ENST00000540757.6	2.0	2.0	2.0	2.0	2.0	2.0
ENST00000448404.5	2.0	1.0	1.0	1.0	2.0	1.0
ENST00000336854.9	2.0	1.0	2.0	1.0	2.0	0.0
ENST00000441946.6	2.0	2.0	1.0	2.0	2.0	0.0
ENST00000296679.9	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000446735.6	2.0	3.0	1.0	2.0	3.0	1.0
ENST00000418527.1	2.0	2.0	2.0	3.0	3.0	3.0
ENST00000293362.7	2.0	1.0	0.0	2.0	2.0	0.0
ENST00000551945.5	2.0	4.0	3.0	7.0	6.0	4.0
ENST00000677454.1	2.0	3.0	1.0	2.0	2.0	1.0
ENST00000673582.1	2.0	2.0	2.0	2.0	2.0	2.0
ENST00000532402.5	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000526390.5	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000587574.1	2.0	1.0	0.0	1.0	2.0	1.0
ENST00000478878.1	2.0	0.0	0.0	1.0	0.0	0.0
ENST00000678878.1	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000469217.5	2.0	2.0	2.0	3.0	3.0	1.0
ENST00000546265.1	2.0	2.0	4.0	2.0	3.0	3.0
ENST00000397615.6	2.0	1.0	1.0	0.0	2.0	0.0
ENST00000540933.5	2.0	1.0	1.0	2.0	2.0	1.0
ENST00000381070.8	2.0	2.0	1.0	1.0	2.0	1.0
ENST00000295124.9	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000644876.2	2.0	1.0	0.0	2.0	2.0	0.0
ENST00000512518.2	2.0	1.0	3.0	3.0	3.0	1.0
ENST00000158771.9	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000399959.7	2.0	1.0	0.0	1.0	2.0	0.0
ENST00000430582.1	2.0	4.0	2.0	3.0	3.0	2.0
ENST00000653960.1	2.0	2.0	1.0	2.0	2.0	2.0
ENST00000541097.5	2.0	1.0	0.0	1.0	1.0	1.0
ENST00000539814.5	2.0	1.0	0.0	1.0	2.0	1.0
ENST00000629496.3	2.0	1.0	0.0	1.0	2.0	0.0
ENST00000640218.2	2.0	2.0	1.0	2.0	1.0	1.0
ENST00000392124.7	2.0	1.0	1.0	1.0	3.0	0.0
ENST00000225696.9	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000446846.1	2.0	4.0	2.0	3.0	3.0	2.0
ENST00000562337.5	2.0	1.0	1.0	1.0	2.0	1.0
ENST00000444376.7	2.0	2.0	1.0	2.0	1.0	1.0
ENST00000417214.1	2.0	4.0	2.0	3.0	3.0	2.0
ENST00000540667.5	2.0	1.0	1.0	0.0	1.0	0.0
ENST00000596657.1	2.0	2.0	2.0	1.0	1.0	0.0
ENST00000377387.5	2.0	1.0	1.0	1.0	2.0	1.0
ENST00000486823.5	2.0	2.0	1.0	3.0	1.0	2.0
ENST00000455270.5	2.0	1.0	2.0	1.0	1.0	1.0
ENST00000315913.9	2.0	1.0	2.0	1.0	2.0	0.0
ENST00000374611.9	2.0	3.0	2.0	3.0	2.0	2.0
ENST00000531296.1	2.0	2.0	1.0	1.0	1.0	0.0
ENST00000484599.1	2.0	2.0	2.0	1.0	1.0	1.0
ENST00000404824.2	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000590510.5	2.0	2.0	1.0	0.0	2.0	2.0
ENST00000382450.8	2.0	0.0	1.0	0.0	4.0	0.0
ENST00000631796.1	2.0	2.0	2.0	1.0	2.0	2.0
ENST00000614256.4	2.0	2.0	1.0	2.0	3.0	2.0
ENST00000517503.1	2.0	2.0	2.0	2.0	3.0	2.0
ENST00000378887.4	2.0	0.0	0.0	0.0	1.0	0.0
ENST00000372538.8	2.0	1.0	2.0	1.0	1.0	0.0
ENST00000460315.5	2.0	2.0	3.0	3.0	2.0	2.0
ENST00000472495.5	2.0	2.0	2.0	2.0	2.0	2.0
ENST00000421153.2	2.0	0.0	4.0	14.0	15.0	14.0
ENST00000323303.9	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000494411.6	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000448875.1	2.0	1.0	2.0	6.0	4.0	4.0
ENST00000483182.5	2.0	1.0	0.0	1.0	1.0	1.0
ENST00000562749.1	2.0	2.0	3.0	2.0	2.0	1.0
ENST00000599849.1	2.0	2.0	1.0	0.0	1.0	0.0
ENST00000334163.4	2.0	2.0	3.0	2.0	2.0	2.0
ENST00000468777.5	2.0	2.0	2.0	2.0	3.0	1.0
ENST00000310326.8	2.0	2.0	2.0	2.0	3.0	0.0
ENST00000679095.1	2.0	1.0	0.0	1.0	1.0	0.0
ENST00000706684.1	2.0	1.0	1.0	1.0	2.0	1.0
ENST00000444843.1	2.0	1.0	3.0	1.0	2.0	1.0
ENST00000333924.6	2.0	1.0	2.0	3.0	4.0	2.0
ENST00000368576.8	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000353689.8	2.0	3.0	3.0	3.0	3.0	2.0
ENST00000264720.8	2.0	1.0	1.0	1.0	2.0	1.0
ENST00000618156.5	2.0	1.0	1.0	1.0	2.0	0.0
ENST00000603712.1	2.0	0.0	1.0	2.0	0.0	3.0
ENST00000580301.5	2.0	1.0	1.0	0.0	1.0	0.0
ENST00000357814.8	2.0	1.0	2.0	1.0	2.0	0.0
ENST00000569691.2	2.0	2.0	2.0	1.0	1.0	2.0
ENST00000314289.13	2.0	1.0	1.0	2.0	2.0	0.0
ENST00000695055.1	2.0	0.0	0.0	0.0	1.0	0.0
ENST00000396183.7	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000562205.1	2.0	3.0	2.0	3.0	2.0	2.0
ENST00000695047.1	2.0	0.0	0.0	0.0	1.0	0.0
ENST00000568846.6	2.0	2.0	1.0	3.0	4.0	3.0
ENST00000573092.1	2.0	0.0	0.0	0.0	0.0	0.0
ENST00000493874.1	2.0	1.0	2.0	1.0	1.0	2.0
ENST00000423619.2	2.0	1.0	2.0	0.0	0.0	0.0
ENST00000409646.5	2.0	1.0	2.0	3.0	2.0	1.0
ENST00000314754.12	2.0	2.0	2.0	1.0	1.0	1.0
ENST00000635234.1	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000540773.1	2.0	1.0	2.0	0.0	0.0	0.0
ENST00000442181.5	2.0	4.0	4.0	4.0	2.0	4.0
ENST00000620597.2	2.0	3.0	2.0	2.0	2.0	3.0
ENST00000650012.1	2.0	2.0	2.0	2.0	2.0	1.0
ENST00000409340.5	2.0	3.0	2.0	3.0	1.0	3.0
ENST00000562238.5	2.0	2.0	2.0	2.0	2.0	2.0
ENST00000359541.6	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000427314.6	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000455864.6	2.0	3.0	2.0	2.0	2.0	1.0
ENST00000312377.10	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000581618.1	2.0	1.0	1.0	2.0	1.0	1.0
ENST00000584289.5	2.0	2.0	1.0	3.0	2.0	1.0
ENST00000448026.3	2.0	2.0	3.0	6.0	0.0	5.0
ENST00000308360.8	2.0	1.0	2.0	2.0	2.0	1.0
ENST00000451912.1	2.0	0.0	0.0	0.0	1.0	0.0
ENST00000591798.5	2.0	4.0	4.0	3.0	2.0	4.0
ENST00000643031.1	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000537782.5	2.0	1.0	2.0	2.0	1.0	1.0
ENST00000461101.1	2.0	1.0	1.0	2.0	2.0	2.0
ENST00000397011.2	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000468611.5	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000395346.6	2.0	1.0	2.0	2.0	2.0	1.0
ENST00000706177.1	2.0	1.0	1.0	2.0	2.0	1.0
ENST00000677000.1	2.0	1.0	0.0	1.0	2.0	0.0
ENST00000369026.3	2.0	1.0	1.0	1.0	2.0	0.0
ENST00000272139.5	2.0	1.0	1.0	1.0	2.0	1.0
ENST00000424739.1	2.0	0.0	1.0	0.0	4.0	0.0
ENST00000615594.1	2.0	0.0	0.0	0.0	0.0	0.0
ENST00000603395.1	2.0	0.0	0.0	0.0	0.0	0.0
ENST00000566848.5	2.0	2.0	3.0	1.0	2.0	1.0
ENST00000447036.5	2.0	1.0	2.0	1.0	2.0	1.0
ENST00000534878.5	2.0	2.0	3.0	2.0	1.0	2.0
ENST00000366736.5	2.0	2.0	1.0	3.0	3.0	1.0
ENST00000518297.6	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000336314.9	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000569481.1	2.0	2.0	1.0	1.0	2.0	1.0
ENST00000446669.1	2.0	1.0	3.0	1.0	2.0	1.0
ENST00000356527.9	2.0	2.0	2.0	1.0	1.0	1.0
ENST00000592388.1	2.0	2.0	3.0	2.0	1.0	2.0
ENST00000545200.5	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000382421.7	2.0	1.0	1.0	2.0	2.0	1.0
ENST00000373162.5	2.0	2.0	1.0	2.0	3.0	1.0
ENST00000352618.9	2.0	2.0	1.0	1.0	1.0	1.0
ENST00000593027.6	2.0	3.0	2.0	3.0	3.0	2.0
ENST00000373163.5	2.0	2.0	2.0	2.0	2.0	1.0
ENST00000342932.8	2.0	2.0	4.0	4.0	4.0	3.0
ENST00000503506.6	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000421570.1	2.0	0.0	4.0	0.0	0.0	2.0
ENST00000393034.6	2.0	3.0	3.0	3.0	3.0	2.0
ENST00000481758.1	2.0	2.0	1.0	1.0	2.0	1.0
ENST00000569245.5	2.0	2.0	1.0	3.0	2.0	1.0
ENST00000343483.7	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000543594.6	2.0	2.0	1.0	1.0	2.0	1.0
ENST00000470747.4	2.0	2.0	1.0	1.0	1.0	1.0
ENST00000520007.5	2.0	2.0	3.0	4.0	5.0	5.0
ENST00000438747.7	2.0	2.0	2.0	2.0	2.0	1.0
ENST00000471461.5	2.0	1.0	1.0	1.0	2.0	0.0
ENST00000431206.6	2.0	3.0	1.0	2.0	3.0	1.0
ENST00000514685.5	2.0	2.0	5.0	3.0	3.0	4.0
ENST00000486951.1	2.0	2.0	2.0	3.0	2.0	3.0
ENST00000370128.9	2.0	2.0	2.0	1.0	2.0	1.0
ENST00000620860.4	2.0	2.0	1.0	1.0	2.0	1.0
ENST00000343304.10	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000601688.5	2.0	2.0	1.0	4.0	3.0	2.0
ENST00000455484.2	2.0	1.0	0.0	0.0	0.0	0.0
ENST00000382671.8	2.0	3.0	2.0	2.0	3.0	1.0
ENST00000551116.5	2.0	4.0	30.0	1.0	2.0	19.0
ENST00000346473.8	2.0	5.0	36.0	1.0	2.0	23.0
ENST00000567195.5	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000563393.1	2.0	3.0	4.0	4.0	4.0	3.0
ENST00000506595.5	2.0	3.0	4.0	2.0	2.0	3.0
ENST00000368709.6	2.0	2.0	1.0	1.0	1.0	2.0
ENST00000355653.8	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000592787.2	2.0	1.0	1.0	1.0	2.0	0.0
ENST00000338167.10	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000368868.10	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000529590.5	2.0	2.0	3.0	3.0	3.0	3.0
ENST00000492641.1	2.0	1.0	1.0	1.0	1.0	2.0
ENST00000553100.1	2.0	3.0	2.0	5.0	2.0	3.0
ENST00000419980.1	2.0	0.0	0.0	0.0	0.0	0.0
ENST00000527186.1	2.0	3.0	1.0	3.0	1.0	2.0
ENST00000271690.12	2.0	2.0	1.0	1.0	1.0	1.0
ENST00000263574.9	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000545095.1	2.0	0.0	0.0	0.0	0.0	0.0
ENST00000262055.9	2.0	2.0	5.0	1.0	1.0	3.0
ENST00000557604.1	2.0	1.0	1.0	0.0	1.0	0.0
ENST00000408941.7	2.0	2.0	1.0	3.0	3.0	3.0
ENST00000468373.1	2.0	4.0	2.0	2.0	3.0	2.0
ENST00000308099.7	2.0	1.0	1.0	3.0	3.0	2.0
ENST00000442664.6	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000443708.5	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000498700.5	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000228843.13	2.0	2.0	1.0	1.0	2.0	1.0
ENST00000308394.9	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000370768.7	2.0	2.0	0.0	1.0	1.0	0.0
ENST00000524902.5	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000473494.6	2.0	1.0	1.0	2.0	2.0	1.0
ENST00000492595.6	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000467622.2	2.0	3.0	2.0	4.0	1.0	2.0
ENST00000328159.9	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000540688.1	2.0	2.0	1.0	2.0	2.0	0.0
ENST00000317040.12	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000489288.7	2.0	2.0	2.0	2.0	2.0	2.0
ENST00000409368.5	2.0	2.0	1.0	2.0	2.0	2.0
ENST00000391791.4	2.0	3.0	2.0	3.0	3.0	2.0
ENST00000697675.1	2.0	2.0	2.0	4.0	4.0	5.0
ENST00000525763.5	2.0	2.0	2.0	2.0	2.0	2.0
ENST00000462990.5	2.0	3.0	1.0	3.0	2.0	2.0
ENST00000703423.1	2.0	3.0	2.0	3.0	3.0	2.0
ENST00000549561.6	2.0	2.0	3.0	2.0	2.0	2.0
ENST00000316694.8	2.0	1.0	1.0	1.0	2.0	1.0
ENST00000652615.1	2.0	2.0	2.0	1.0	2.0	1.0
ENST00000513506.6	2.0	1.0	2.0	1.0	1.0	1.0
ENST00000392595.6	2.0	2.0	3.0	3.0	2.0	2.0
ENST00000534450.1	2.0	2.0	2.0	3.0	3.0	3.0
ENST00000392367.4	2.0	2.0	1.0	2.0	3.0	2.0
ENST00000359117.9	2.0	2.0	2.0	3.0	3.0	2.0
ENST00000355893.11	2.0	2.0	1.0	2.0	2.0	2.0
ENST00000552217.6	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000549982.6	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000252268.8	2.0	1.0	2.0	1.0	1.0	0.0
ENST00000333483.14	2.0	2.0	2.0	2.0	2.0	1.0
ENST00000695944.1	2.0	0.0	1.0	1.0	1.0	0.0
ENST00000695943.1	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000346162.10	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000695942.1	2.0	0.0	1.0	1.0	1.0	0.0
ENST00000389805.9	2.0	1.0	1.0	1.0	2.0	0.0
ENST00000315741.5	2.0	1.0	1.0	1.0	2.0	1.0
ENST00000448593.6	2.0	2.0	2.0	2.0	2.0	1.0
ENST00000605634.1	2.0	0.0	4.0	0.0	0.0	2.0
ENST00000358438.6	2.0	2.0	1.0	1.0	1.0	1.0
ENST00000513438.1	2.0	1.0	1.0	2.0	2.0	1.0
ENST00000407022.7	2.0	1.0	2.0	2.0	2.0	1.0
ENST00000504157.5	2.0	2.0	2.0	2.0	2.0	2.0
ENST00000644544.2	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000414770.6	2.0	2.0	1.0	1.0	2.0	1.0
ENST00000543015.1	2.0	3.0	2.0	3.0	2.0	3.0
ENST00000466246.7	2.0	2.0	1.0	2.0	2.0	2.0
ENST00000409627.6	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000547914.5	2.0	1.0	2.0	2.0	2.0	2.0
ENST00000677653.1	2.0	2.0	2.0	2.0	2.0	1.0
ENST00000592457.2	2.0	1.0	2.0	0.0	2.0	1.0
ENST00000485367.5	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000601784.1	2.0	1.0	0.0	0.0	0.0	0.0
ENST00000374303.7	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000433615.5	2.0	1.0	1.0	0.0	1.0	0.0
ENST00000645668.2	2.0	1.0	2.0	1.0	1.0	1.0
ENST00000314797.10	2.0	1.0	2.0	1.0	2.0	1.0
ENST00000221856.11	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000478691.5	2.0	1.0	1.0	1.0	2.0	1.0
ENST00000642379.1	2.0	3.0	1.0	3.0	2.0	1.0
ENST00000526446.5	2.0	1.0	2.0	2.0	2.0	1.0
ENST00000264710.5	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000302271.11	2.0	1.0	1.0	1.0	2.0	0.0
ENST00000625715.1	2.0	1.0	5.0	1.0	2.0	1.0
ENST00000629156.1	2.0	2.0	1.0	1.0	0.0	0.0
ENST00000238788.14	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000504109.6	2.0	2.0	2.0	3.0	3.0	3.0
ENST00000453992.6	2.0	1.0	0.0	1.0	2.0	0.0
ENST00000261167.7	2.0	1.0	1.0	2.0	2.0	1.0
ENST00000703608.1	2.0	3.0	2.0	3.0	3.0	2.0
ENST00000464190.6	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000537798.5	2.0	3.0	2.0	3.0	2.0	2.0
ENST00000703609.1	2.0	2.0	2.0	2.0	3.0	2.0
ENST00000462646.5	2.0	3.0	2.0	3.0	3.0	2.0
ENST00000652179.1	2.0	1.0	0.0	1.0	1.0	0.0
ENST00000417652.6	2.0	1.0	0.0	1.0	2.0	0.0
ENST00000678729.1	2.0	2.0	1.0	2.0	3.0	1.0
ENST00000376334.3	2.0	1.0	2.0	1.0	1.0	1.0
ENST00000617872.4	2.0	3.0	1.0	3.0	2.0	2.0
ENST00000372972.7	2.0	1.0	0.0	1.0	1.0	0.0
ENST00000325577.8	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000415585.7	2.0	1.0	0.0	1.0	1.0	0.0
ENST00000482808.2	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000687205.1	2.0	2.0	2.0	3.0	3.0	3.0
ENST00000592860.3	2.0	0.0	1.0	1.0	1.0	0.0
ENST00000327726.11	2.0	0.0	1.0	1.0	1.0	0.0
ENST00000565562.5	2.0	2.0	2.0	5.0	4.0	4.0
ENST00000275517.8	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000515838.2	2.0	2.0	1.0	1.0	2.0	0.0
ENST00000467652.5	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000498691.5	2.0	2.0	3.0	2.0	2.0	2.0
ENST00000554575.2	2.0	2.0	3.0	1.0	1.0	1.0
ENST00000548343.1	2.0	2.0	2.0	1.0	2.0	2.0
ENST00000383714.8	2.0	3.0	2.0	3.0	3.0	2.0
ENST00000605875.1	2.0	1.0	2.0	3.0	4.0	1.0
ENST00000465588.2	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000514436.1	2.0	0.0	2.0	0.0	1.0	0.0
ENST00000335179.5	2.0	2.0	2.0	1.0	0.0	2.0
ENST00000492417.5	2.0	2.0	1.0	2.0	1.0	1.0
ENST00000474562.1	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000369258.8	2.0	1.0	1.0	2.0	2.0	1.0
ENST00000683988.1	2.0	2.0	2.0	2.0	2.0	2.0
ENST00000572382.5	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000361641.6	2.0	1.0	2.0	1.0	1.0	1.0
ENST00000492940.1	2.0	1.0	1.0	1.0	2.0	1.0
ENST00000695798.1	2.0	2.0	1.0	2.0	2.0	2.0
ENST00000680816.1	2.0	1.0	1.0	2.0	2.0	0.0
ENST00000585321.6	2.0	1.0	1.0	1.0	2.0	0.0
ENST00000412278.2	2.0	2.0	1.0	1.0	2.0	0.0
ENST00000498926.7	2.0	2.0	1.0	3.0	2.0	1.0
ENST00000433055.1	2.0	2.0	2.0	2.0	1.0	2.0
ENST00000310574.8	2.0	1.0	0.0	1.0	1.0	0.0
ENST00000462296.5	2.0	2.0	2.0	2.0	2.0	2.0
ENST00000528039.5	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000530235.1	2.0	2.0	1.0	3.0	3.0	2.0
ENST00000472765.6	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000395510.7	2.0	1.0	0.0	1.0	1.0	0.0
ENST00000448187.6	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000551182.1	2.0	1.0	1.0	1.0	1.0	2.0
ENST00000587486.6	2.0	1.0	1.0	1.0	2.0	0.0
ENST00000480937.5	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000587789.2	2.0	1.0	2.0	1.0	2.0	0.0
ENST00000232125.9	2.0	1.0	1.0	2.0	1.0	1.0
ENST00000472515.1	2.0	3.0	3.0	2.0	2.0	2.0
ENST00000450814.6	2.0	3.0	3.0	4.0	3.0	3.0
ENST00000510431.6	2.0	3.0	2.0	2.0	2.0	1.0
ENST00000506721.6	2.0	2.0	1.0	2.0	1.0	1.0
ENST00000461139.5	2.0	3.0	2.0	3.0	2.0	2.0
ENST00000597813.5	2.0	0.0	0.0	1.0	1.0	0.0
ENST00000602219.1	2.0	3.0	1.0	3.0	2.0	2.0
ENST00000540998.5	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000357235.6	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000695797.1	2.0	2.0	1.0	3.0	2.0	2.0
ENST00000333674.5	2.0	2.0	3.0	1.0	2.0	2.0
ENST00000493477.2	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000491936.5	2.0	2.0	1.0	1.0	1.0	1.0
ENST00000337451.8	2.0	1.0	0.0	1.0	1.0	0.0
ENST00000526361.1	2.0	2.0	2.0	3.0	3.0	1.0
ENST00000380410.6	2.0	2.0	2.0	1.0	1.0	2.0
ENST00000498135.5	2.0	2.0	1.0	2.0	3.0	1.0
ENST00000519804.2	2.0	1.0	1.0	1.0	2.0	0.0
ENST00000675754.1	2.0	2.0	1.0	1.0	1.0	0.0
ENST00000471270.5	2.0	2.0	1.0	2.0	1.0	1.0
ENST00000498466.1	2.0	3.0	4.0	3.0	3.0	2.0
ENST00000506490.2	2.0	1.0	1.0	1.0	1.0	0.0
ENST00000479414.1	2.0	2.0	3.0	2.0	3.0	1.0
ENST00000465025.1	2.0	2.0	1.0	2.0	1.0	1.0
ENST00000414862.5	2.0	2.0	1.0	2.0	1.0	1.0
ENST00000611683.1	2.0	2.0	1.0	1.0	1.0	1.0
ENST00000510411.6	2.0	2.0	1.0	1.0	1.0	1.0
ENST00000576917.5	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000383678.8	2.0	2.0	2.0	2.0	2.0	2.0
ENST00000560793.6	2.0	3.0	3.0	2.0	1.0	2.0
ENST00000472671.1	2.0	0.0	2.0	0.0	0.0	0.0
ENST00000513225.6	2.0	3.0	2.0	2.0	1.0	1.0
ENST00000515714.6	2.0	2.0	1.0	2.0	1.0	1.0
ENST00000514522.2	2.0	1.0	2.0	2.0	1.0	1.0
ENST00000504393.1	2.0	2.0	1.0	1.0	1.0	0.0
ENST00000505811.6	2.0	3.0	1.0	2.0	1.0	1.0
ENST00000524013.2	2.0	2.0	2.0	2.0	2.0	1.0
ENST00000549178.5	2.0	2.0	2.0	2.0	2.0	2.0
ENST00000333188.10	2.0	2.0	1.0	1.0	1.0	0.0
ENST00000679291.1	2.0	3.0	1.0	2.0	1.0	1.0
ENST00000576573.1	2.0	3.0	1.0	3.0	2.0	1.0
ENST00000493185.2	2.0	2.0	2.0	2.0	2.0	2.0
ENST00000618250.4	2.0	2.0	2.0	2.0	2.0	1.0
ENST00000563287.1	2.0	2.0	2.0	2.0	2.0	2.0
ENST00000419343.7	2.0	1.0	1.0	2.0	2.0	1.0
ENST00000451830.5	2.0	3.0	1.0	13.0	3.0	2.0
ENST00000570625.5	2.0	3.0	1.0	3.0	2.0	1.0
ENST00000552742.6	2.0	2.0	1.0	3.0	3.0	3.0
ENST00000484969.5	2.0	2.0	1.0	1.0	3.0	1.0
ENST00000676685.1	2.0	2.0	1.0	2.0	2.0	0.0
ENST00000475678.5	2.0	2.0	1.0	2.0	2.0	1.0
ENST00000652086.1	2.0	3.0	1.0	2.0	2.0	2.0
ENST00000437761.6	2.0	2.0	1.0	2.0	2.0	2.0
ENST00000420613.7	2.0	2.0	2.0	2.0	2.0	1.0
ENST00000625495.1	2.0	0.0	0.0	0.0	0.0	0.0
ENST00000680407.1	2.0	0.0	0.0	0.0	0.0	0.0
ENST00000680930.1	2.0	0.0	0.0	0.0	0.0	0.0
ENST00000360150.9	2.0	2.0	1.0	1.0	1.0	0.0
ENST00000531507.5	2.0	2.0	1.0	2.0	3.0	2.0
ENST00000374298.4	2.0	1.0	1.0	1.0	1.0	1.0
ENST00000451020.6	2.0	1.0	2.0	2.0	2.0	2.0
ENST00000265036.10	2.0	2.0	2.0	1.0	1.0	1.0
ENST00000366777.4	2.0	1.0	1.0	2.0	2.0	0.0
