"s37rep1_sum"	"s37rep2_sum"	"s37rep3_sum"	"s32rep1_sum"	"s32rep2_sum"	"s32rep3_sum"
"ENSG00000173950"	154	125	56	143	100	66
"ENSG00000173960"	442	324	364	284	365	272
"ENSG00000173988"	29	2	8	0	1	2
"ENSG00000173991"	0	0	1	1	0	0
"ENSG00000173992"	308	247	315	258	230	120
"ENSG00000174004"	1	0	0	1	0	0
"ENSG00000174007"	46	51	43	13	19	11
"ENSG00000174010"	372	468	330	193	366	395
"ENSG00000174013"	191	238	129	111	188	69
"ENSG00000174015"	6	0	0	0	1	0
"ENSG00000174021"	14695	14696	10688	11764	12379	11120
"ENSG00000174028"	0	2	0	1	0	0
"ENSG00000174032"	61	98	43	38	61	47
"ENSG00000174038"	17	16	4	8	4	10
"ENSG00000174059"	6	5	1	3	0	14
"ENSG00000174080"	88	71	72	70	97	78
"ENSG00000174099"	353	314	272	236	225	176
"ENSG00000174106"	93	116	38	53	104	27
"ENSG00000174109"	1006	1009	818	1201	949	724
"ENSG00000174125"	0	0	2	0	1	3
"ENSG00000174130"	53	39	43	26	27	31
"ENSG00000174132"	93	73	72	84	98	31
"ENSG00000174136"	90	132	82	50	71	74
"ENSG00000174137"	1	0	2	7	3	6
"ENSG00000174145"	0	0	0	0	4	0
"ENSG00000174151"	118	86	124	123	107	57
"ENSG00000174156"	0	0	2	3	3	0
"ENSG00000174165"	157	42	59	142	76	36
"ENSG00000174173"	1737	1685	713	1532	1768	1107
"ENSG00000174177"	213	178	165	85	139	24
"ENSG00000174197"	434	394	267	179	172	178
"ENSG00000174206"	33	25	33	46	33	21
"ENSG00000174225"	0	0	0	0	0	1
"ENSG00000174226"	0	0	0	1	0	0
"ENSG00000174227"	412	425	304	408	418	189
"ENSG00000174231"	3902	3910	2211	2423	2827	2151
"ENSG00000174233"	89	124	99	50	126	41
"ENSG00000174236"	2	2	2	1	2	0
"ENSG00000174238"	618	701	642	653	544	439
"ENSG00000174243"	2220	2244	957	1222	1392	973
"ENSG00000174255"	1209	1332	1166	899	1013	1107
"ENSG00000174276"	65	44	41	51	22	21
"ENSG00000174279"	1	3	0	0	0	0
"ENSG00000174282"	144	166	107	99	54	73
"ENSG00000174292"	2	0	1	1	6	0
"ENSG00000174306"	226	282	236	190	255	154
"ENSG00000174307"	216	219	97	126	123	36
"ENSG00000174326"	0	2	0	0	0	0
"ENSG00000174327"	5	6	8	0	1	3
"ENSG00000174332"	3	0	0	2	0	0
"ENSG00000174343"	0	0	3	2	0	5
"ENSG00000174353"	188	139	131	110	145	94
"ENSG00000174358"	0	0	0	0	0	1
"ENSG00000174371"	795	660	489	439	554	305
"ENSG00000174373"	311	304	222	210	160	153
"ENSG00000174384"	94	101	126	79	54	113
"ENSG00000174405"	692	472	343	323	431	250
"ENSG00000174418"	0	0	0	0	1	0
"ENSG00000174428"	19	20	24	7	22	10
"ENSG00000174429"	2	0	0	0	0	2
"ENSG00000174437"	1050	1237	1074	964	920	719
"ENSG00000174442"	720	695	476	517	552	353
"ENSG00000174444"	134531	153975	127051	110032	123303	123461
"ENSG00000174446"	1287	1629	1150	1183	1501	1147
"ENSG00000174448"	8	1	8	6	18	39
"ENSG00000174450"	5	6	0	3	0	4
"ENSG00000174453"	4	3	2	5	3	0
"ENSG00000174456"	159	195	186	124	106	113
"ENSG00000174460"	47	36	17	45	26	17
"ENSG00000174469"	147	241	113	130	123	112
"ENSG00000174473"	58	51	37	37	35	14
"ENSG00000174482"	37	34	12	17	35	18
"ENSG00000174483"	430	432	368	261	369	277
"ENSG00000174485"	149	153	114	61	126	94
"ENSG00000174495"	0	0	0	1	0	0
"ENSG00000174498"	3	6	8	6	3	9
"ENSG00000174500"	4	16	1	3	13	0
"ENSG00000174501"	127	89	125	99	138	117
"ENSG00000174514"	1	15	25	38	9	38
"ENSG00000174516"	91	94	39	69	51	94
"ENSG00000174521"	0	0	4	0	0	3
"ENSG00000174527"	7	12	4	10	0	5
"ENSG00000174529"	17	16	2	9	5	5
"ENSG00000174547"	6281	6581	3916	5726	6343	3986
"ENSG00000174562"	0	0	2	0	0	0
"ENSG00000174564"	56	38	15	120	114	55
"ENSG00000174574"	545	445	239	308	320	213
"ENSG00000174579"	95	105	80	52	49	40
"ENSG00000174586"	50	55	54	58	61	30
"ENSG00000174599"	20	26	27	21	11	19
"ENSG00000174606"	325	305	279	291	269	245
"ENSG00000174607"	147	170	62	88	106	62
"ENSG00000174628"	199	273	256	210	299	201
"ENSG00000174640"	1	0	9	1	0	5
"ENSG00000174652"	376	397	299	351	448	200
"ENSG00000174667"	6	6	5	8	18	2
"ENSG00000174669"	994	782	691	692	642	208
"ENSG00000174672"	26	19	19	22	28	4
"ENSG00000174684"	459	391	220	296	257	167
"ENSG00000174695"	2891	3077	1870	2145	2265	2149
"ENSG00000174697"	1	0	2	1	0	0
"ENSG00000174705"	38	31	39	19	22	17
"ENSG00000174718"	137	169	115	131	165	142
"ENSG00000174720"	2336	2754	1589	1684	2040	1760
"ENSG00000174721"	9	18	10	5	1	6
"ENSG00000174738"	75	80	94	43	57	76
"ENSG00000174744"	1094	1128	500	949	951	529
"ENSG00000174748"	366343	448121	376373	298748	342120	380160
"ENSG00000174749"	1057	669	661	516	476	460
"ENSG00000174775"	465	379	197	522	320	171
"ENSG00000174776"	0	0	0	0	1	0
"ENSG00000174780"	1493	1493	1241	996	1149	1024
"ENSG00000174788"	2	0	2	0	0	0
"ENSG00000174791"	2	0	0	10	0	1
"ENSG00000174792"	0	3	0	0	6	0
"ENSG00000174796"	249	169	177	120	165	144
"ENSG00000174799"	236	262	136	140	122	138
"ENSG00000174804"	19	29	9	6	7	13
"ENSG00000174807"	0	0	0	2	0	0
"ENSG00000174808"	0	1	0	0	1	1
"ENSG00000174827"	129	51	47	87	67	48
"ENSG00000174837"	0	8	0	0	0	0
"ENSG00000174839"	81	106	89	96	105	76
"ENSG00000174840"	318	354	197	259	297	184
"ENSG00000174842"	672	648	495	558	647	380
"ENSG00000174844"	10	0	10	2	4	16
"ENSG00000174851"	1929	1822	1668	1473	1444	813
"ENSG00000174871"	10	10	9	22	6	6
"ENSG00000174876"	0	0	0	0	0	1
"ENSG00000174886"	41190	48087	31668	37057	41452	39009
"ENSG00000174891"	1363	1162	682	916	966	692
"ENSG00000174898"	10	1	1	1	0	6
"ENSG00000174899"	12	6	2	5	5	0
"ENSG00000174903"	895	854	611	871	764	505
"ENSG00000174914"	0	0	0	0	1	0
"ENSG00000174915"	117	117	128	139	133	58
"ENSG00000174917"	3160	1722	1324	3508	1624	465
"ENSG00000174928"	260	249	199	287	284	272
"ENSG00000174938"	457	418	376	426	451	340
"ENSG00000174939"	7	14	3	23	5	8
"ENSG00000174943"	206	155	186	103	111	75
"ENSG00000174944"	3	5	1	3	0	0
"ENSG00000174945"	1	0	0	0	1	0
"ENSG00000174946"	5	1	1	0	0	0
"ENSG00000174948"	0	0	0	2	0	0
"ENSG00000174951"	30	11	53	7	17	29
"ENSG00000174953"	366	309	186	225	225	156
"ENSG00000174977"	0	0	1	1	0	0
"ENSG00000174989"	82	55	91	80	24	73
"ENSG00000174990"	0	1	1	2	5	11
"ENSG00000174992"	6	4	7	6	3	1
"ENSG00000174996"	259	219	273	157	218	115
"ENSG00000175003"	17	0	0	5	0	0
"ENSG00000175018"	31	25	22	9	11	9
"ENSG00000175029"	920	1408	662	646	644	551
"ENSG00000175040"	9	18	10	11	10	3
"ENSG00000175048"	151	106	144	82	60	7
"ENSG00000175054"	491	326	323	673	690	397
"ENSG00000175063"	5049	6699	3830	3717	3798	3187
"ENSG00000175066"	230	191	176	156	168	120
"ENSG00000175073"	44	44	44	30	37	29
"ENSG00000175084"	7	0	1	5	0	0
"ENSG00000175087"	147	132	87	69	113	79
"ENSG00000175093"	45	54	39	19	36	42
"ENSG00000175097"	13	11	0	3	5	1
"ENSG00000175104"	126	134	81	107	103	45
"ENSG00000175105"	91	66	78	51	39	29
"ENSG00000175106"	145	235	112	113	145	194
"ENSG00000175110"	9056	8795	6876	7561	8054	6338
"ENSG00000175115"	51	30	55	43	35	33
"ENSG00000175130"	1385	1228	763	1126	1153	1202
"ENSG00000175137"	172	138	133	128	115	83
"ENSG00000175155"	26	18	36	16	21	20
"ENSG00000175161"	9	3	2	13	2	7
"ENSG00000175164"	148	114	78	86	77	92
"ENSG00000175166"	2083	2105	931	1533	1562	894
"ENSG00000175175"	30	29	31	19	8	25
"ENSG00000175182"	68	141	108	73	56	114
"ENSG00000175183"	1614	1977	1503	1337	1344	1557
"ENSG00000175189"	1	1	3	1	2	0
"ENSG00000175193"	1617	1820	1100	1824	1957	1466
"ENSG00000175197"	342	932	4885	280	294	3292
"ENSG00000175198"	273	315	109	137	171	98
"ENSG00000175202"	0	2	3	0	2	0
"ENSG00000175203"	4765	4872	4424	3471	3717	3893
"ENSG00000175206"	0	0	1	3	0	0
"ENSG00000175213"	140	103	83	155	70	15
"ENSG00000175215"	497	262	412	202	186	216
"ENSG00000175216"	2479	2127	2562	1311	1404	1424
"ENSG00000175220"	141	84	101	110	94	87
"ENSG00000175221"	310	287	321	283	266	109
"ENSG00000175224"	1093	1101	866	815	856	664
"ENSG00000175262"	0	6	0	0	0	0
"ENSG00000175264"	0	1	0	0	0	0
"ENSG00000175265"	259	313	143	133	165	108
"ENSG00000175267"	0	0	1	0	3	0
"ENSG00000175274"	418	281	290	261	259	207
"ENSG00000175279"	538	477	423	510	508	358
"ENSG00000175283"	144	137	57	181	113	37
"ENSG00000175287"	372	363	388	228	316	420
"ENSG00000175294"	0	0	0	1	2	0
"ENSG00000175305"	757	609	211	402	485	237
"ENSG00000175309"	581	388	411	266	336	373
"ENSG00000175311"	5	1	2	0	0	0
"ENSG00000175318"	1	2	2	5	5	6
"ENSG00000175322"	695	750	856	1488	1733	1766
"ENSG00000175324"	2791	2850	2038	2393	2358	1612
"ENSG00000175325"	0	0	2	0	0	0
"ENSG00000175329"	0	1	0	0	0	0
"ENSG00000175334"	10241	11096	5534	8667	9408	7070
"ENSG00000175336"	1	3	3	4	7	10
"ENSG00000175344"	177	197	152	163	148	135
"ENSG00000175348"	383	324	214	310	289	129
"ENSG00000175352"	91	88	66	85	65	78
"ENSG00000175354"	881	872	674	502	627	522
"ENSG00000175356"	7	1	1	4	1	0
"ENSG00000175376"	946	766	418	684	725	514
"ENSG00000175387"	912	782	659	606	592	472
"ENSG00000175390"	12328	13604	13164	11224	12086	6958
"ENSG00000175395"	5	4	3	9	19	0
"ENSG00000175414"	79	69	47	35	28	29
"ENSG00000175416"	279	324	267	274	279	142
"ENSG00000175426"	1	0	0	0	0	0
"ENSG00000175445"	3	1	2	0	4	0
"ENSG00000175449"	146	192	185	102	105	88
"ENSG00000175455"	646	745	636	421	544	624
"ENSG00000175467"	210	237	160	239	197	95
"ENSG00000175470"	265	432	330	306	457	230
"ENSG00000175471"	56	87	65	97	18	73
"ENSG00000175482"	268	367	553	268	233	198
"ENSG00000175489"	0	0	0	1	0	0
"ENSG00000175497"	2	1	1	2	0	0
"ENSG00000175505"	6	4	0	2	0	1
"ENSG00000175513"	0	0	24	0	1	9
"ENSG00000175518"	1	0	0	0	0	0
"ENSG00000175536"	36	14	16	42	28	19
"ENSG00000175538"	2	0	0	2	1	5
"ENSG00000175544"	86	67	62	83	69	74
"ENSG00000175548"	135	116	108	88	117	104
"ENSG00000175550"	1227	1020	568	813	1013	450
"ENSG00000175556"	94	78	49	47	37	34
"ENSG00000175564"	4	6	0	3	1	0
"ENSG00000175567"	1053	758	909	938	1206	1025
"ENSG00000175573"	100	141	123	66	112	73
"ENSG00000175575"	977	1036	795	706	748	725
"ENSG00000175581"	5958	7375	4688	5762	6229	5541
"ENSG00000175582"	452	470	360	246	258	272
"ENSG00000175591"	4	6	8	8	1	0
"ENSG00000175592"	106	78	76	49	12	12
"ENSG00000175595"	161	192	140	267	182	184
"ENSG00000175600"	135	167	118	128	144	92
"ENSG00000175602"	243	127	86	148	137	36
"ENSG00000175606"	739	505	314	385	340	120
"ENSG00000175634"	434	366	261	329	334	147
"ENSG00000175643"	74	78	130	99	70	70
"ENSG00000175658"	0	0	0	0	2	0
"ENSG00000175662"	106	75	72	66	43	27
"ENSG00000175676"	1	0	0	0	0	0
"ENSG00000175691"	84	98	90	95	74	31
"ENSG00000175697"	0	5	3	7	27	7
"ENSG00000175699"	0	0	0	0	0	1
"ENSG00000175701"	3640	3472	2939	2201	1886	1318
"ENSG00000175707"	0	0	0	3	6	1
"ENSG00000175711"	101	129	68	67	38	19
"ENSG00000175718"	0	0	3	0	0	0
"ENSG00000175727"	292	209	128	183	142	91
"ENSG00000175730"	0	1	0	0	0	0
"ENSG00000175741"	4	2	2	1	4	0
"ENSG00000175745"	112	166	95	75	84	123
"ENSG00000175756"	7509	5429	3477	7161	5228	1791
"ENSG00000175764"	21	17	26	15	7	24
"ENSG00000175766"	4	0	0	0	0	0
"ENSG00000175768"	21026	23715	11866	19408	21316	16263
"ENSG00000175782"	157	150	141	159	117	114
"ENSG00000175785"	19	6	8	11	8	10
"ENSG00000175787"	105	54	62	58	66	59
"ENSG00000175792"	3150	2907	1851	2487	2454	1350
"ENSG00000175793"	3	11	4	8	4	4
"ENSG00000175806"	21	22	5	25	16	19
"ENSG00000175809"	0	0	0	0	0	1
"ENSG00000175820"	6	3	1	0	0	1
"ENSG00000175826"	507	801	540	465	519	331
"ENSG00000175832"	9	0	1	8	6	0
"ENSG00000175854"	1881	1846	1634	1324	1312	1272
"ENSG00000175857"	26	9	18	23	4	28
"ENSG00000175866"	115	41	48	77	96	15
"ENSG00000175868"	179	126	416	160	166	310
"ENSG00000175874"	3	7	2	6	4	2
"ENSG00000175877"	0	0	1	0	0	0
"ENSG00000175879"	123	107	162	56	36	56
"ENSG00000175886"	0	1	2	0	0	1
"ENSG00000175893"	43	31	42	15	14	21
"ENSG00000175894"	1	1	3	0	1	0
"ENSG00000175895"	282	217	235	188	171	154
"ENSG00000175899"	3	0	1	2	1	3
"ENSG00000175906"	180	139	146	126	113	45
"ENSG00000175920"	3	3	1	0	0	5
"ENSG00000175931"	181	195	116	159	133	99
"ENSG00000175938"	17	39	15	20	13	17
"ENSG00000175946"	1	0	0	0	2	0
"ENSG00000175970"	110	132	132	127	136	94
"ENSG00000175984"	56	57	31	36	36	61
"ENSG00000175985"	0	2	1	1	0	1
"ENSG00000176014"	1273	980	614	1203	958	478
"ENSG00000176018"	142	193	116	73	96	60
"ENSG00000176020"	10	1	1	15	7	2
"ENSG00000176022"	70	81	54	52	76	48
"ENSG00000176024"	56	54	49	31	56	57
"ENSG00000176029"	12	0	0	0	0	0
"ENSG00000176043"	0	0	0	2	0	0
"ENSG00000176046"	141	71	1366	78	73	466
"ENSG00000176049"	154	187	135	111	160	76
"ENSG00000176054"	16	6	12	11	5	13
"ENSG00000176055"	40	25	44	39	33	22
"ENSG00000176058"	75	101	78	115	71	42
"ENSG00000176076"	4	1	2	2	4	1
"ENSG00000176087"	2380	1995	1403	1811	1661	945
"ENSG00000176092"	120	110	95	56	118	60
"ENSG00000176095"	651	487	324	425	449	285
"ENSG00000176101"	3262	3244	2460	3440	2866	1772
"ENSG00000176102"	1526	1535	899	1041	1268	1127
"ENSG00000176105"	341	401	210	234	254	201
"ENSG00000176108"	81	44	36	157	50	21
"ENSG00000176125"	48	42	30	16	33	6
"ENSG00000176134"	2	0	1	0	0	0
"ENSG00000176142"	434	385	338	235	296	145
"ENSG00000176148"	221	106	192	111	141	140
"ENSG00000176153"	7	3	3	7	5	6
"ENSG00000176155"	145	128	141	89	96	27
"ENSG00000176165"	169	148	116	141	98	105
"ENSG00000176170"	307	498	195	511	350	288
"ENSG00000176171"	890	725	626	596	527	469
"ENSG00000176177"	2	0	0	0	0	0
"ENSG00000176182"	46	30	18	8	15	9
"ENSG00000176204"	418	392	422	299	303	484
"ENSG00000176208"	441	435	339	310	296	184
"ENSG00000176209"	561	468	747	772	773	1020
"ENSG00000176222"	79	47	35	24	42	12
"ENSG00000176225"	481	308	241	215	208	122
"ENSG00000176230"	136	91	32	70	100	35
"ENSG00000176244"	104	63	59	54	49	52
"ENSG00000176248"	60	59	23	48	45	16
"ENSG00000176261"	5821	7390	3724	5227	6272	5046
"ENSG00000176268"	0	1	0	0	0	0
"ENSG00000176273"	380	242	178	156	190	127
"ENSG00000176289"	1	1	0	0	0	0
"ENSG00000176299"	0	0	0	0	0	7
"ENSG00000176302"	7	9	9	4	17	15
"ENSG00000176340"	11464	13726	11532	9359	10632	12507
"ENSG00000176358"	1	0	0	0	0	1
"ENSG00000176371"	96	113	112	141	116	59
"ENSG00000176381"	0	2	0	1	0	0
"ENSG00000176383"	166	192	162	128	215	109
"ENSG00000176386"	1573	1911	1268	1136	1105	855
"ENSG00000176387"	7	16	6	6	8	5
"ENSG00000176390"	205	191	164	153	180	77
"ENSG00000176393"	729	823	670	466	558	504
"ENSG00000176396"	64	81	35	56	95	76
"ENSG00000176399"	1	0	1	3	0	1
"ENSG00000176401"	73	77	77	153	184	185
"ENSG00000176402"	3	1	1	0	0	0
"ENSG00000176406"	69	53	50	46	31	43
"ENSG00000176407"	167	171	161	182	177	103
"ENSG00000176410"	99	72	60	96	108	38
"ENSG00000176422"	558	474	296	384	352	255
"ENSG00000176428"	4	14	14	16	2	14
"ENSG00000176438"	37	19	42	30	8	20
"ENSG00000176444"	593	684	472	470	395	272
"ENSG00000176454"	172	185	162	45	80	72
"ENSG00000176463"	0	2	3	19	3	14
"ENSG00000176472"	1	3	0	0	6	0
"ENSG00000176473"	343	474	475	301	275	279
"ENSG00000176476"	417	362	463	360	300	188
"ENSG00000176485"	97	121	199	111	154	198
"ENSG00000176490"	21	21	12	31	10	9
"ENSG00000176495"	223	75	67	57	52	40
"ENSG00000176531"	14	11	15	26	9	3
"ENSG00000176532"	4	3	1	1	0	0
"ENSG00000176533"	82	42	67	41	36	41
"ENSG00000176542"	128	91	90	146	87	75
"ENSG00000176563"	95	159	148	90	210	166
"ENSG00000176571"	0	0	0	0	0	1
"ENSG00000176584"	0	0	1	0	2	0
"ENSG00000176595"	19	13	15	9	28	16
"ENSG00000176597"	74	55	48	55	52	44
"ENSG00000176619"	650	388	304	919	454	188
"ENSG00000176623"	620	864	705	542	709	517
"ENSG00000176624"	73	68	111	26	31	32
"ENSG00000176635"	2	0	0	0	0	0
"ENSG00000176641"	11	7	3	9	6	6
"ENSG00000176658"	141	136	123	103	184	114
"ENSG00000176678"	0	0	1	0	0	0
"ENSG00000176681"	143	109	115	48	89	92
"ENSG00000176692"	4	2	5	0	2	4
"ENSG00000176695"	17	17	21	13	13	16
"ENSG00000176697"	7	4	27	10	4	24
"ENSG00000176700"	52	74	44	24	19	24
"ENSG00000176714"	56	48	31	19	30	17
"ENSG00000176715"	448	288	354	455	539	331
"ENSG00000176720"	0	4	2	4	0	3
"ENSG00000176723"	0	0	3	0	0	1
"ENSG00000176731"	17147	19605	11709	13254	15605	14160
"ENSG00000176732"	1	2	18	0	1	2
"ENSG00000176746"	1	1	0	3	1	1
"ENSG00000176749"	35	41	24	15	17	9
"ENSG00000176761"	2	3	1	0	0	0
"ENSG00000176769"	0	2	0	0	0	0
"ENSG00000176771"	8	15	28	10	31	5
"ENSG00000176783"	239	249	114	144	178	147
"ENSG00000176788"	308	328	387	247	315	345
"ENSG00000176797"	0	1	0	0	0	0
"ENSG00000176798"	37	22	30	12	27	12
"ENSG00000176809"	177	88	128	111	96	68
"ENSG00000176812"	0	1	0	2	0	0
"ENSG00000176826"	2	0	3	1	2	2
"ENSG00000176834"	93	56	119	65	63	73
"ENSG00000176842"	15	13	4	30	24	24
"ENSG00000176845"	11	17	5	15	26	5
"ENSG00000176853"	127	154	96	101	108	81
"ENSG00000176855"	0	1	0	0	0	1
"ENSG00000176871"	295	279	184	140	171	166
"ENSG00000176884"	3	5	1	18	8	6
"ENSG00000176887"	3	3	4	0	2	0
"ENSG00000176890"	1336	1443	827	1015	1262	822
"ENSG00000176894"	253	205	168	151	158	99
"ENSG00000176896"	110	120	112	65	65	90
"ENSG00000176903"	173	212	181	159	180	107
"ENSG00000176907"	0	0	1	2	0	1
"ENSG00000176909"	118	95	129	78	44	21
"ENSG00000176915"	376	491	281	270	349	139
"ENSG00000176919"	2	2	1	0	0	0
"ENSG00000176920"	3	3	4	1	3	4
"ENSG00000176927"	17	35	26	14	27	40
"ENSG00000176928"	0	0	0	1	0	0
"ENSG00000176933"	3	2	8	1	2	4
"ENSG00000176945"	1	1	2	1	2	1
"ENSG00000176946"	1082	853	711	1141	976	669
"ENSG00000176953"	252	225	187	172	168	84
"ENSG00000176971"	4	0	0	4	0	0
"ENSG00000176973"	379	495	295	328	415	191
"ENSG00000176974"	791	927	571	620	795	469
"ENSG00000176978"	545	291	262	422	212	60
"ENSG00000176986"	1189	1007	684	692	665	315
"ENSG00000176994"	90	77	119	55	60	59
"ENSG00000177000"	116	84	88	82	95	82
"ENSG00000177025"	1	4	0	2	0	0
"ENSG00000177030"	1053	1281	939	947	1228	851
"ENSG00000177034"	129	108	78	94	121	141
"ENSG00000177042"	184	260	232	148	181	145
"ENSG00000177045"	21	32	21	26	15	11
"ENSG00000177051"	70	121	106	53	46	90
"ENSG00000177054"	210	277	168	134	205	129
"ENSG00000177058"	399	399	394	224	338	252
"ENSG00000177076"	7	11	10	4	8	4
"ENSG00000177082"	1666	1570	1384	2208	2138	1421
"ENSG00000177084"	940	891	658	794	792	633
"ENSG00000177096"	0	2	1	0	1	0
"ENSG00000177098"	10	17	24	16	10	14
"ENSG00000177105"	525	552	447	465	316	357
"ENSG00000177106"	161	45	61	179	99	107
"ENSG00000177108"	27	12	13	15	15	8
"ENSG00000177119"	266	375	260	186	153	202
"ENSG00000177125"	52	58	56	27	41	23
"ENSG00000177138"	1	7	4	1	1	2
"ENSG00000177144"	121	172	66	84	124	100
"ENSG00000177150"	419	392	272	253	323	133
"ENSG00000177156"	14198	15600	10519	10061	11407	10240
"ENSG00000177169"	72	69	52	54	34	22
"ENSG00000177173"	1	0	0	1	0	0
"ENSG00000177181"	21	15	10	13	6	8
"ENSG00000177182"	55	87	74	37	75	41
"ENSG00000177189"	336	508	305	172	247	300
"ENSG00000177191"	0	0	0	0	1	0
"ENSG00000177192"	733	623	384	536	454	289
"ENSG00000177200"	604	604	582	261	274	345
"ENSG00000177201"	66	50	52	55	56	64
"ENSG00000177212"	9	4	5	4	2	0
"ENSG00000177225"	1283	1297	907	1012	1025	627
"ENSG00000177238"	93	68	67	83	87	75
"ENSG00000177239"	1755	1186	1310	1595	861	257
"ENSG00000177243"	0	1	0	0	0	0
"ENSG00000177272"	3	1	1	2	2	2
"ENSG00000177283"	29	49	26	12	33	27
"ENSG00000177291"	0	0	1	0	0	0
"ENSG00000177300"	8	9	10	5	7	10
"ENSG00000177301"	0	0	0	0	0	12
"ENSG00000177302"	332	246	305	121	146	157
"ENSG00000177303"	33	30	34	42	18	4
"ENSG00000177311"	112	89	81	38	40	60
"ENSG00000177324"	0	0	1	0	0	1
"ENSG00000177350"	1	2	1	1	4	3
"ENSG00000177352"	76	90	123	108	93	50
"ENSG00000177359"	3	3	9	6	5	1
"ENSG00000177363"	3	2	0	2	0	0
"ENSG00000177370"	1264	1101	627	1302	1024	576
"ENSG00000177374"	47	51	48	40	70	13
"ENSG00000177380"	120	81	58	55	116	13
"ENSG00000177383"	297	236	213	215	227	149
"ENSG00000177414"	0	0	12	0	0	0
"ENSG00000177425"	149	187	96	81	101	62
"ENSG00000177426"	206	291	303	236	362	196
"ENSG00000177427"	56	67	49	54	38	22
"ENSG00000177453"	3	1	12	9	3	3
"ENSG00000177455"	18	9	17	8	17	6
"ENSG00000177459"	45	65	41	36	35	27
"ENSG00000177462"	3	0	1	8	13	8
"ENSG00000177463"	210	132	153	117	147	129
"ENSG00000177469"	67	57	27	58	53	36
"ENSG00000177479"	1595	1463	1112	1853	1694	1154
"ENSG00000177483"	0	12	0	0	4	1
"ENSG00000177485"	293	255	142	110	175	95
"ENSG00000177508"	34	31	47	44	54	25
"ENSG00000177519"	49	57	68	43	49	17
"ENSG00000177535"	1	0	2	3	0	0
"ENSG00000177542"	126	133	78	116	81	35
"ENSG00000177548"	63	55	39	32	80	11
"ENSG00000177551"	62	56	65	42	56	61
"ENSG00000177556"	8977	11481	7545	7577	9270	9376
"ENSG00000177558"	0	0	2	0	0	0
"ENSG00000177565"	946	1403	710	403	832	678
"ENSG00000177570"	134	95	93	62	78	60
"ENSG00000177575"	0	2	2	1	0	1
"ENSG00000177576"	763	820	813	595	776	654
"ENSG00000177595"	343	375	203	305	351	185
"ENSG00000177599"	2	1	14	1	8	5
"ENSG00000177600"	139313	182899	152050	118458	138757	145989
"ENSG00000177602"	54	31	38	34	48	31
"ENSG00000177606"	721	1100	1170	269	248	401
"ENSG00000177613"	467	448	290	228	306	212
"ENSG00000177614"	25	25	9	14	19	2
"ENSG00000177627"	1	0	0	0	0	0
"ENSG00000177628"	426	498	384	368	393	309
"ENSG00000177646"	2993	2410	1627	1715	1684	1055
"ENSG00000177663"	44	36	23	18	24	24
"ENSG00000177666"	191	155	136	236	191	147
"ENSG00000177669"	1	1	2	7	2	0
"ENSG00000177674"	1535	1481	1250	1322	1265	946
"ENSG00000177675"	0	0	0	6	0	0
"ENSG00000177679"	8	4	3	8	0	14
"ENSG00000177683"	298	274	227	214	230	262
"ENSG00000177685"	287	180	88	135	140	79
"ENSG00000177688"	2	1	2	1	3	1
"ENSG00000177692"	35	44	34	29	8	18
"ENSG00000177694"	31	20	27	28	21	34
"ENSG00000177697"	4476	4602	3804	5626	4012	2223
"ENSG00000177700"	14962	16977	7169	12414	13716	7593
"ENSG00000177706"	35	45	24	14	27	25
"ENSG00000177707"	95	102	47	25	43	48
"ENSG00000177710"	0	0	1	0	0	0
"ENSG00000177721"	58	105	161	59	24	74
"ENSG00000177728"	359	275	312	186	154	75
"ENSG00000177731"	662	677	464	525	496	380
"ENSG00000177732"	120	137	63	64	84	52
"ENSG00000177733"	848	850	591	700	832	607
"ENSG00000177736"	0	0	0	0	0	1
"ENSG00000177752"	11	1	1	4	0	1
"ENSG00000177770"	0	0	1	1	0	0
"ENSG00000177803"	0	1	0	0	0	0
"ENSG00000177807"	5	0	7	12	0	0
"ENSG00000177830"	3150	3470	2351	2987	2729	1822
"ENSG00000177839"	1	0	2	0	0	0
"ENSG00000177842"	436	279	310	230	239	250
"ENSG00000177853"	189	228	182	81	76	112
"ENSG00000177854"	13	14	45	9	11	13
"ENSG00000177855"	2	0	0	2	0	3
"ENSG00000177868"	853	920	928	792	760	673
"ENSG00000177873"	48	29	64	64	56	68
"ENSG00000177875"	5	2	5	2	1	1
"ENSG00000177879"	1855	1801	1300	1241	1574	1334
"ENSG00000177885"	3440	3079	1991	2748	3170	1866
"ENSG00000177888"	41	56	38	17	24	16
"ENSG00000177889"	5158	5299	2472	3884	4509	2740
"ENSG00000177910"	0	0	0	0	4	0
"ENSG00000177917"	874	836	1012	816	658	763
"ENSG00000177943"	13	31	20	16	8	0
"ENSG00000177946"	83	56	75	61	64	40
"ENSG00000177947"	0	0	1	0	0	0
"ENSG00000177951"	511	503	454	528	449	416
"ENSG00000177954"	374125	471109	444325	305321	359872	438030
"ENSG00000177963"	801	777	445	640	647	340
"ENSG00000177971"	4577	4600	2493	4127	3534	1836
"ENSG00000177981"	680	587	768	531	567	456
"ENSG00000177984"	44	46	44	15	21	18
"ENSG00000177989"	0	0	0	2	1	2
"ENSG00000177990"	105	93	79	80	80	50
"ENSG00000177994"	0	1	1	0	0	0
"ENSG00000178026"	10	13	63	8	39	36
"ENSG00000178028"	1106	1005	927	1018	722	363
"ENSG00000178031"	4	2	2	5	0	1
